PLANE_ID,SATELLITES,RAAN,INCLINATION,ARG_OF_PERIGEE,PERIOD,APOGEE,PERIGEE,ARC_BEGIN,ARC_END,SUB_CONSTELLATION,RAAN
1068,1,139,53,0,5486,345,345,0,360,VLEO,139
1069,1,139.2,53,0,5486,345,345,0,360,VLEO,139.2
1070,1,139.3,53,0,5486,345,345,0,360,VLEO,139.3
1071,1,139.5,53,0,5486,345,345,0,360,VLEO,139.5
1072,1,139.6,53,0,5486,345,345,0,360,VLEO,139.6
1073,1,139.8,53,0,5486,345,345,0,360,VLEO,139.8
1074,1,139.9,53,0,5486,345,345,0,360,VLEO,139.9
1075,1,140,53,0,5486,345,345,0,360,VLEO,140
1076,1,140.2,53,0,5486,345,345,0,360,VLEO,140.2
1077,1,140.3,53,0,5486,345,345,0,360,VLEO,140.3
1078,1,140.5,53,0,5486,345,345,0,360,VLEO,140.5
1079,1,140.6,53,0,5486,345,345,0,360,VLEO,140.6
1080,1,140.7,53,0,5486,345,345,0,360,VLEO,140.7
1081,1,140.9,53,0,5486,345,345,0,360,VLEO,140.9
1082,1,141,53,0,5486,345,345,0,360,VLEO,141
1083,1,141.2,53,0,5486,345,345,0,360,VLEO,141.2
1084,1,141.3,53,0,5486,345,345,0,360,VLEO,141.3
1085,1,141.4,53,0,5486,345,345,0,360,VLEO,141.4
1086,1,141.6,53,0,5486,345,345,0,360,VLEO,141.6
1087,1,141.7,53,0,5486,345,345,0,360,VLEO,141.7
1088,1,141.9,53,0,5486,345,345,0,360,VLEO,141.9
1089,1,142,53,0,5486,345,345,0,360,VLEO,142
1090,1,142.2,53,0,5486,345,345,0,360,VLEO,142.2
1091,1,142.3,53,0,5486,345,345,0,360,VLEO,142.3
1092,1,142.4,53,0,5486,345,345,0,360,VLEO,142.4
1093,1,142.6,53,0,5486,345,345,0,360,VLEO,142.6
1094,1,142.7,53,0,5486,345,345,0,360,VLEO,142.7
1095,1,142.9,53,0,5486,345,345,0,360,VLEO,142.9
1096,1,143,53,0,5486,345,345,0,360,VLEO,143
1097,1,143.1,53,0,5486,345,345,0,360,VLEO,143.1
1098,1,143.3,53,0,5486,345,345,0,360,VLEO,143.3
1099,1,143.4,53,0,5486,345,345,0,360,VLEO,143.4
1100,1,143.6,53,0,5486,345,345,0,360,VLEO,143.6
1101,1,143.7,53,0,5486,345,345,0,360,VLEO,143.7
1102,1,143.8,53,0,5486,345,345,0,360,VLEO,143.8
1103,1,144,53,0,5486,345,345,0,360,VLEO,144
1104,1,144.1,53,0,5486,345,345,0,360,VLEO,144.1
1105,1,144.3,53,0,5486,345,345,0,360,VLEO,144.3
1106,1,144.4,53,0,5486,345,345,0,360,VLEO,144.4
1107,1,144.6,53,0,5486,345,345,0,360,VLEO,144.6
1108,1,144.7,53,0,5486,345,345,0,360,VLEO,144.7
1109,1,144.8,53,0,5486,345,345,0,360,VLEO,144.8
1110,1,145,53,0,5486,345,345,0,360,VLEO,145
1111,1,145.1,53,0,5486,345,345,0,360,VLEO,145.1
1112,1,145.3,53,0,5486,345,345,0,360,VLEO,145.3
1113,1,145.4,53,0,5486,345,345,0,360,VLEO,145.4
1114,1,145.5,53,0,5486,345,345,0,360,VLEO,145.5
1115,1,145.7,53,0,5486,345,345,0,360,VLEO,145.7
1116,1,145.8,53,0,5486,345,345,0,360,VLEO,145.8
1117,1,146,53,0,5486,345,345,0,360,VLEO,146
1118,1,146.1,53,0,5486,345,345,0,360,VLEO,146.1
1119,1,146.3,53,0,5486,345,345,0,360,VLEO,146.3
1120,1,146.4,53,0,5486,345,345,0,360,VLEO,146.4
1121,1,146.5,53,0,5486,345,345,0,360,VLEO,146.5
1122,1,146.7,53,0,5486,345,345,0,360,VLEO,146.7
1123,1,146.8,53,0,5486,345,345,0,360,VLEO,146.8
1124,1,147,53,0,5486,345,345,0,360,VLEO,147
1125,1,147.1,53,0,5486,345,345,0,360,VLEO,147.1
1126,1,147.2,53,0,5486,345,345,0,360,VLEO,147.2
1127,1,147.4,53,0,5486,345,345,0,360,VLEO,147.4
1128,1,147.5,53,0,5486,345,345,0,360,VLEO,147.5
1129,1,147.7,53,0,5486,345,345,0,360,VLEO,147.7
1130,1,147.8,53,0,5486,345,345,0,360,VLEO,147.8
1131,1,147.9,53,0,5486,345,345,0,360,VLEO,147.9
1132,1,148.1,53,0,5486,345,345,0,360,VLEO,148.1
1133,1,148.2,53,0,5486,345,345,0,360,VLEO,148.2
1134,1,148.4,53,0,5486,345,345,0,360,VLEO,148.4
1135,1,148.5,53,0,5486,345,345,0,360,VLEO,148.5
1136,1,148.6,53,0,5486,345,345,0,360,VLEO,148.6
1137,1,148.8,53,0,5486,345,345,0,360,VLEO,148.8
1138,1,148.9,53,0,5486,345,345,0,360,VLEO,148.9
1139,1,149.1,53,0,5486,345,345,0,360,VLEO,149.1
1140,1,149.2,53,0,5486,345,345,0,360,VLEO,149.2
1141,1,149.4,53,0,5486,345,345,0,360,VLEO,149.4
1142,1,149.5,53,0,5486,345,345,0,360,VLEO,149.5
1143,1,149.6,53,0,5486,345,345,0,360,VLEO,149.6
1144,1,149.8,53,0,5486,345,345,0,360,VLEO,149.8
1145,1,149.9,53,0,5486,345,345,0,360,VLEO,149.9
1146,1,150.1,53,0,5486,345,345,0,360,VLEO,150.1
1147,1,150.2,53,0,5486,345,345,0,360,VLEO,150.2
1148,1,150.3,53,0,5486,345,345,0,360,VLEO,150.3
1149,1,150.5,53,0,5486,345,345,0,360,VLEO,150.5
1150,1,150.6,53,0,5486,345,345,0,360,VLEO,150.6
1151,1,150.8,53,0,5486,345,345,0,360,VLEO,150.8
1152,1,150.9,53,0,5486,345,345,0,360,VLEO,150.9
1153,1,151.1,53,0,5486,345,345,0,360,VLEO,151.1
1154,1,151.2,53,0,5486,345,345,0,360,VLEO,151.2
1155,1,151.3,53,0,5486,345,345,0,360,VLEO,151.3
1156,1,151.5,53,0,5486,345,345,0,360,VLEO,151.5
1157,1,151.6,53,0,5486,345,345,0,360,VLEO,151.6
1158,1,151.8,53,0,5486,345,345,0,360,VLEO,151.8
1159,1,151.9,53,0,5486,345,345,0,360,VLEO,151.9
1160,1,152,53,0,5486,345,345,0,360,VLEO,152
1161,1,152.2,53,0,5486,345,345,0,360,VLEO,152.2
1162,1,152.3,53,0,5486,345,345,0,360,VLEO,152.3
1163,1,152.5,53,0,5486,345,345,0,360,VLEO,152.5
1164,1,152.6,53,0,5486,345,345,0,360,VLEO,152.6
1165,1,152.7,53,0,5486,345,345,0,360,VLEO,152.7
1166,1,152.9,53,0,5486,345,345,0,360,VLEO,152.9
1167,1,153,53,0,5486,345,345,0,360,VLEO,153
1168,1,153.2,53,0,5486,345,345,0,360,VLEO,153.2
1169,1,153.3,53,0,5486,345,345,0,360,VLEO,153.3
1170,1,153.5,53,0,5486,345,345,0,360,VLEO,153.5
1171,1,153.6,53,0,5486,345,345,0,360,VLEO,153.6
1172,1,153.7,53,0,5486,345,345,0,360,VLEO,153.7
1173,1,153.9,53,0,5486,345,345,0,360,VLEO,153.9
1174,1,154,53,0,5486,345,345,0,360,VLEO,154
1175,1,154.2,53,0,5486,345,345,0,360,VLEO,154.2
1176,1,154.3,53,0,5486,345,345,0,360,VLEO,154.3
1177,1,154.4,53,0,5486,345,345,0,360,VLEO,154.4
1178,1,154.6,53,0,5486,345,345,0,360,VLEO,154.6
1179,1,154.7,53,0,5486,345,345,0,360,VLEO,154.7
1180,1,154.9,53,0,5486,345,345,0,360,VLEO,154.9
1181,1,155,53,0,5486,345,345,0,360,VLEO,155
1182,1,155.1,53,0,5486,345,345,0,360,VLEO,155.1
1183,1,155.3,53,0,5486,345,345,0,360,VLEO,155.3
1184,1,155.4,53,0,5486,345,345,0,360,VLEO,155.4
1185,1,155.6,53,0,5486,345,345,0,360,VLEO,155.6
1186,1,155.7,53,0,5486,345,345,0,360,VLEO,155.7
1187,1,155.9,53,0,5486,345,345,0,360,VLEO,155.9
1188,1,156,53,0,5486,345,345,0,360,VLEO,156
1189,1,156.1,53,0,5486,345,345,0,360,VLEO,156.1
1190,1,156.3,53,0,5486,345,345,0,360,VLEO,156.3
1191,1,156.4,53,0,5486,345,345,0,360,VLEO,156.4
1192,1,156.6,53,0,5486,345,345,0,360,VLEO,156.6
1193,1,156.7,53,0,5486,345,345,0,360,VLEO,156.7
1194,1,156.8,53,0,5486,345,345,0,360,VLEO,156.8
1195,1,157,53,0,5486,345,345,0,360,VLEO,157
1196,1,157.1,53,0,5486,345,345,0,360,VLEO,157.1
1197,1,157.3,53,0,5486,345,345,0,360,VLEO,157.3
1198,1,157.4,53,0,5486,345,345,0,360,VLEO,157.4
1199,1,157.6,53,0,5486,345,345,0,360,VLEO,157.6
1200,1,157.7,53,0,5486,345,345,0,360,VLEO,157.7
1201,1,157.8,53,0,5486,345,345,0,360,VLEO,157.8
1202,1,158,53,0,5486,345,345,0,360,VLEO,158
1203,1,158.1,53,0,5486,345,345,0,360,VLEO,158.1
1204,1,158.3,53,0,5486,345,345,0,360,VLEO,158.3
1205,1,158.4,53,0,5486,345,345,0,360,VLEO,158.4
1206,1,158.5,53,0,5486,345,345,0,360,VLEO,158.5
1207,1,158.7,53,0,5486,345,345,0,360,VLEO,158.7
1208,1,158.8,53,0,5486,345,345,0,360,VLEO,158.8
1209,1,159,53,0,5486,345,345,0,360,VLEO,159
1210,1,159.1,53,0,5486,345,345,0,360,VLEO,159.1
1211,1,159.2,53,0,5486,345,345,0,360,VLEO,159.2
1212,1,159.4,53,0,5486,345,345,0,360,VLEO,159.4
1213,1,159.5,53,0,5486,345,345,0,360,VLEO,159.5
1214,1,159.7,53,0,5486,345,345,0,360,VLEO,159.7
1215,1,159.8,53,0,5486,345,345,0,360,VLEO,159.8
1216,1,160,53,0,5486,345,345,0,360,VLEO,160
1217,1,160.1,53,0,5486,345,345,0,360,VLEO,160.1
1218,1,160.2,53,0,5486,345,345,0,360,VLEO,160.2
1219,1,160.4,53,0,5486,345,345,0,360,VLEO,160.4
1220,1,160.5,53,0,5486,345,345,0,360,VLEO,160.5
1221,1,160.7,53,0,5486,345,345,0,360,VLEO,160.7
1222,1,160.8,53,0,5486,345,345,0,360,VLEO,160.8
1223,1,160.9,53,0,5486,345,345,0,360,VLEO,160.9
1224,1,161.1,53,0,5486,345,345,0,360,VLEO,161.1
1225,1,161.2,53,0,5486,345,345,0,360,VLEO,161.2
1226,1,161.4,53,0,5486,345,345,0,360,VLEO,161.4
1227,1,161.5,53,0,5486,345,345,0,360,VLEO,161.5
1228,1,161.6,53,0,5486,345,345,0,360,VLEO,161.6
1229,1,161.8,53,0,5486,345,345,0,360,VLEO,161.8
1230,1,161.9,53,0,5486,345,345,0,360,VLEO,161.9
1231,1,162.1,53,0,5486,345,345,0,360,VLEO,162.1
1232,1,162.2,53,0,5486,345,345,0,360,VLEO,162.2
1233,1,162.4,53,0,5486,345,345,0,360,VLEO,162.4
1234,1,162.5,53,0,5486,345,345,0,360,VLEO,162.5
1235,1,162.6,53,0,5486,345,345,0,360,VLEO,162.6
1236,1,162.8,53,0,5486,345,345,0,360,VLEO,162.8
1237,1,162.9,53,0,5486,345,345,0,360,VLEO,162.9
1238,1,163.1,53,0,5486,345,345,0,360,VLEO,163.1
1239,1,163.2,53,0,5486,345,345,0,360,VLEO,163.2
1240,1,163.3,53,0,5486,345,345,0,360,VLEO,163.3
1241,1,163.5,53,0,5486,345,345,0,360,VLEO,163.5
1242,1,163.6,53,0,5486,345,345,0,360,VLEO,163.6
1243,1,163.8,53,0,5486,345,345,0,360,VLEO,163.8
1244,1,163.9,53,0,5486,345,345,0,360,VLEO,163.9
1245,1,164.1,53,0,5486,345,345,0,360,VLEO,164.1
1246,1,164.2,53,0,5486,345,345,0,360,VLEO,164.2
1247,1,164.3,53,0,5486,345,345,0,360,VLEO,164.3
1248,1,164.5,53,0,5486,345,345,0,360,VLEO,164.5
1249,1,164.6,53,0,5486,345,345,0,360,VLEO,164.6
1250,1,164.8,53,0,5486,345,345,0,360,VLEO,164.8
1251,1,164.9,53,0,5486,345,345,0,360,VLEO,164.9
1252,1,165,53,0,5486,345,345,0,360,VLEO,165
1253,1,165.2,53,0,5486,345,345,0,360,VLEO,165.2
1254,1,165.3,53,0,5486,345,345,0,360,VLEO,165.3
1255,1,165.5,53,0,5486,345,345,0,360,VLEO,165.5
1256,1,165.6,53,0,5486,345,345,0,360,VLEO,165.6
1257,1,165.7,53,0,5486,345,345,0,360,VLEO,165.7
1258,1,165.9,53,0,5486,345,345,0,360,VLEO,165.9
1259,1,166,53,0,5486,345,345,0,360,VLEO,166
1260,1,166.2,53,0,5486,345,345,0,360,VLEO,166.2
1261,1,166.3,53,0,5486,345,345,0,360,VLEO,166.3
1262,1,166.5,53,0,5486,345,345,0,360,VLEO,166.5
1263,1,166.6,53,0,5486,345,345,0,360,VLEO,166.6
1264,1,166.7,53,0,5486,345,345,0,360,VLEO,166.7
1265,1,166.9,53,0,5486,345,345,0,360,VLEO,166.9
1266,1,167,53,0,5486,345,345,0,360,VLEO,167
1267,1,167.2,53,0,5486,345,345,0,360,VLEO,167.2
1268,1,167.3,53,0,5486,345,345,0,360,VLEO,167.3
1269,1,167.4,53,0,5486,345,345,0,360,VLEO,167.4
1270,1,167.6,53,0,5486,345,345,0,360,VLEO,167.6
1271,1,167.7,53,0,5486,345,345,0,360,VLEO,167.7
1272,1,167.9,53,0,5486,345,345,0,360,VLEO,167.9
1273,1,168,53,0,5486,345,345,0,360,VLEO,168
1274,1,168.1,53,0,5486,345,345,0,360,VLEO,168.1
1275,1,168.3,53,0,5486,345,345,0,360,VLEO,168.3
1276,1,168.4,53,0,5486,345,345,0,360,VLEO,168.4
1277,1,168.6,53,0,5486,345,345,0,360,VLEO,168.6
1278,1,168.7,53,0,5486,345,345,0,360,VLEO,168.7
1279,1,168.9,53,0,5486,345,345,0,360,VLEO,168.9
1280,1,169,53,0,5486,345,345,0,360,VLEO,169
1281,1,169.1,53,0,5486,345,345,0,360,VLEO,169.1
1282,1,169.3,53,0,5486,345,345,0,360,VLEO,169.3
1283,1,169.4,53,0,5486,345,345,0,360,VLEO,169.4
1284,1,169.6,53,0,5486,345,345,0,360,VLEO,169.6
1285,1,169.7,53,0,5486,345,345,0,360,VLEO,169.7
1286,1,169.8,53,0,5486,345,345,0,360,VLEO,169.8
1287,1,170,53,0,5486,345,345,0,360,VLEO,170
1288,1,170.1,53,0,5486,345,345,0,360,VLEO,170.1
1289,1,170.3,53,0,5486,345,345,0,360,VLEO,170.3
1290,1,170.4,53,0,5486,345,345,0,360,VLEO,170.4
1291,1,170.6,53,0,5486,345,345,0,360,VLEO,170.6
1292,1,170.7,53,0,5486,345,345,0,360,VLEO,170.7
1293,1,170.8,53,0,5486,345,345,0,360,VLEO,170.8
1294,1,171,53,0,5486,345,345,0,360,VLEO,171
1295,1,171.1,53,0,5486,345,345,0,360,VLEO,171.1
1296,1,171.3,53,0,5486,345,345,0,360,VLEO,171.3
1297,1,171.4,53,0,5486,345,345,0,360,VLEO,171.4
1298,1,171.5,53,0,5486,345,345,0,360,VLEO,171.5
1299,1,171.7,53,0,5486,345,345,0,360,VLEO,171.7
1300,1,171.8,53,0,5486,345,345,0,360,VLEO,171.8
1301,1,172,53,0,5486,345,345,0,360,VLEO,172
1302,1,172.1,53,0,5486,345,345,0,360,VLEO,172.1
1303,1,172.2,53,0,5486,345,345,0,360,VLEO,172.2
1304,1,172.4,53,0,5486,345,345,0,360,VLEO,172.4
1305,1,172.5,53,0,5486,345,345,0,360,VLEO,172.5
1306,1,172.7,53,0,5486,345,345,0,360,VLEO,172.7
1307,1,172.8,53,0,5486,345,345,0,360,VLEO,172.8
1308,1,173,53,0,5486,345,345,0,360,VLEO,173
1309,1,173.1,53,0,5486,345,345,0,360,VLEO,173.1
1310,1,173.2,53,0,5486,345,345,0,360,VLEO,173.2
1311,1,173.4,53,0,5486,345,345,0,360,VLEO,173.4
1312,1,173.5,53,0,5486,345,345,0,360,VLEO,173.5
1313,1,173.7,53,0,5486,345,345,0,360,VLEO,173.7
1314,1,173.8,53,0,5486,345,345,0,360,VLEO,173.8
1315,1,173.9,53,0,5486,345,345,0,360,VLEO,173.9
1316,1,174.1,53,0,5486,345,345,0,360,VLEO,174.1
1317,1,174.2,53,0,5486,345,345,0,360,VLEO,174.2
1318,1,174.4,53,0,5486,345,345,0,360,VLEO,174.4
1319,1,174.5,53,0,5486,345,345,0,360,VLEO,174.5
1320,1,174.6,53,0,5486,345,345,0,360,VLEO,174.6
1321,1,174.8,53,0,5486,345,345,0,360,VLEO,174.8
1322,1,174.9,53,0,5486,345,345,0,360,VLEO,174.9
1323,1,175.1,53,0,5486,345,345,0,360,VLEO,175.1
1324,1,175.2,53,0,5486,345,345,0,360,VLEO,175.2
1325,1,175.4,53,0,5486,345,345,0,360,VLEO,175.4
1326,1,175.5,53,0,5486,345,345,0,360,VLEO,175.5
1327,1,175.6,53,0,5486,345,345,0,360,VLEO,175.6
1328,1,175.8,53,0,5486,345,345,0,360,VLEO,175.8
1329,1,175.9,53,0,5486,345,345,0,360,VLEO,175.9
1330,1,176.1,53,0,5486,345,345,0,360,VLEO,176.1
1331,1,176.2,53,0,5486,345,345,0,360,VLEO,176.2
1332,1,176.3,53,0,5486,345,345,0,360,VLEO,176.3
1333,1,176.5,53,0,5486,345,345,0,360,VLEO,176.5
1334,1,176.6,53,0,5486,345,345,0,360,VLEO,176.6
1335,1,176.8,53,0,5486,345,345,0,360,VLEO,176.8
1336,1,176.9,53,0,5486,345,345,0,360,VLEO,176.9
1337,1,177.1,53,0,5486,345,345,0,360,VLEO,177.1
1338,1,177.2,53,0,5486,345,345,0,360,VLEO,177.2
1339,1,177.3,53,0,5486,345,345,0,360,VLEO,177.3
1340,1,177.5,53,0,5486,345,345,0,360,VLEO,177.5
1341,1,177.6,53,0,5486,345,345,0,360,VLEO,177.6
1342,1,177.8,53,0,5486,345,345,0,360,VLEO,177.8
1343,1,177.9,53,0,5486,345,345,0,360,VLEO,177.9
1344,1,178,53,0,5486,345,345,0,360,VLEO,178
1345,1,178.2,53,0,5486,345,345,0,360,VLEO,178.2
1346,1,178.3,53,0,5486,345,345,0,360,VLEO,178.3
1347,1,178.5,53,0,5486,345,345,0,360,VLEO,178.5
1348,1,178.6,53,0,5486,345,345,0,360,VLEO,178.6
1349,1,178.7,53,0,5486,345,345,0,360,VLEO,178.7
1350,1,178.9,53,0,5486,345,345,0,360,VLEO,178.9
1351,1,179,53,0,5486,345,345,0,360,VLEO,179
1352,1,179.2,53,0,5486,345,345,0,360,VLEO,179.2
1353,1,179.3,53,0,5486,345,345,0,360,VLEO,179.3
1354,1,179.5,53,0,5486,345,345,0,360,VLEO,179.5
1355,1,179.6,53,0,5486,345,345,0,360,VLEO,179.6
1356,1,179.7,53,0,5486,345,345,0,360,VLEO,179.7
1357,1,179.9,53,0,5486,345,345,0,360,VLEO,179.9
1358,1,180,53,0,5486,345,345,0,360,VLEO,180
1359,1,180.2,53,0,5486,345,345,0,360,VLEO,180.2
1360,1,180.3,53,0,5486,345,345,0,360,VLEO,180.3
1361,1,180.4,53,0,5486,345,345,0,360,VLEO,180.4
1362,1,180.6,53,0,5486,345,345,0,360,VLEO,180.6
1363,1,180.7,53,0,5486,345,345,0,360,VLEO,180.7
1364,1,180.9,53,0,5486,345,345,0,360,VLEO,180.9
1365,1,181,53,0,5486,345,345,0,360,VLEO,181
1366,1,181.1,53,0,5486,345,345,0,360,VLEO,181.1
1367,1,181.3,53,0,5486,345,345,0,360,VLEO,181.3
1368,1,181.4,53,0,5486,345,345,0,360,VLEO,181.4
1369,1,181.6,53,0,5486,345,345,0,360,VLEO,181.6
1370,1,181.7,53,0,5486,345,345,0,360,VLEO,181.7
1371,1,181.9,53,0,5486,345,345,0,360,VLEO,181.9
1372,1,182,53,0,5486,345,345,0,360,VLEO,182
1373,1,182.1,53,0,5486,345,345,0,360,VLEO,182.1
1374,1,182.3,53,0,5486,345,345,0,360,VLEO,182.3
1375,1,182.4,53,0,5486,345,345,0,360,VLEO,182.4
1376,1,182.6,53,0,5486,345,345,0,360,VLEO,182.6
1377,1,182.7,53,0,5486,345,345,0,360,VLEO,182.7
1378,1,182.8,53,0,5486,345,345,0,360,VLEO,182.8
1379,1,183,53,0,5486,345,345,0,360,VLEO,183
1380,1,183.1,53,0,5486,345,345,0,360,VLEO,183.1
1381,1,183.3,53,0,5486,345,345,0,360,VLEO,183.3
1382,1,183.4,53,0,5486,345,345,0,360,VLEO,183.4
1383,1,183.6,53,0,5486,345,345,0,360,VLEO,183.6
1384,1,183.7,53,0,5486,345,345,0,360,VLEO,183.7
1385,1,183.8,53,0,5486,345,345,0,360,VLEO,183.8
1386,1,184,53,0,5486,345,345,0,360,VLEO,184
1387,1,184.1,53,0,5486,345,345,0,360,VLEO,184.1
1388,1,184.3,53,0,5486,345,345,0,360,VLEO,184.3
1389,1,184.4,53,0,5486,345,345,0,360,VLEO,184.4
1390,1,184.5,53,0,5486,345,345,0,360,VLEO,184.5
1391,1,184.7,53,0,5486,345,345,0,360,VLEO,184.7
1392,1,184.8,53,0,5486,345,345,0,360,VLEO,184.8
1393,1,185,53,0,5486,345,345,0,360,VLEO,185
1394,1,185.1,53,0,5486,345,345,0,360,VLEO,185.1
1395,1,185.2,53,0,5486,345,345,0,360,VLEO,185.2
1396,1,185.4,53,0,5486,345,345,0,360,VLEO,185.4
1397,1,185.5,53,0,5486,345,345,0,360,VLEO,185.5
1398,1,185.7,53,0,5486,345,345,0,360,VLEO,185.7
1399,1,185.8,53,0,5486,345,345,0,360,VLEO,185.8
1400,1,186,53,0,5486,345,345,0,360,VLEO,186
1401,1,186.1,53,0,5486,345,345,0,360,VLEO,186.1
1402,1,186.2,53,0,5486,345,345,0,360,VLEO,186.2
1403,1,186.4,53,0,5486,345,345,0,360,VLEO,186.4
1404,1,186.5,53,0,5486,345,345,0,360,VLEO,186.5
1405,1,186.7,53,0,5486,345,345,0,360,VLEO,186.7
1406,1,186.8,53,0,5486,345,345,0,360,VLEO,186.8
1407,1,186.9,53,0,5486,345,345,0,360,VLEO,186.9
1408,1,187.1,53,0,5486,345,345,0,360,VLEO,187.1
1409,1,187.2,53,0,5486,345,345,0,360,VLEO,187.2
1410,1,187.4,53,0,5486,345,345,0,360,VLEO,187.4
1411,1,187.5,53,0,5486,345,345,0,360,VLEO,187.5
1412,1,187.6,53,0,5486,345,345,0,360,VLEO,187.6
1413,1,187.8,53,0,5486,345,345,0,360,VLEO,187.8
1414,1,187.9,53,0,5486,345,345,0,360,VLEO,187.9
1415,1,188.1,53,0,5486,345,345,0,360,VLEO,188.1
1416,1,188.2,53,0,5486,345,345,0,360,VLEO,188.2
1417,1,188.4,53,0,5486,345,345,0,360,VLEO,188.4
1418,1,188.5,53,0,5486,345,345,0,360,VLEO,188.5
1419,1,188.6,53,0,5486,345,345,0,360,VLEO,188.6
1420,1,188.8,53,0,5486,345,345,0,360,VLEO,188.8
1421,1,188.9,53,0,5486,345,345,0,360,VLEO,188.9
1422,1,189.1,53,0,5486,345,345,0,360,VLEO,189.1
1423,1,189.2,53,0,5486,345,345,0,360,VLEO,189.2
1424,1,189.3,53,0,5486,345,345,0,360,VLEO,189.3
1425,1,189.5,53,0,5486,345,345,0,360,VLEO,189.5
1426,1,189.6,53,0,5486,345,345,0,360,VLEO,189.6
1427,1,189.8,53,0,5486,345,345,0,360,VLEO,189.8
1428,1,189.9,53,0,5486,345,345,0,360,VLEO,189.9
1429,1,190.1,53,0,5486,345,345,0,360,VLEO,190.1
1430,1,190.2,53,0,5486,345,345,0,360,VLEO,190.2
1431,1,190.3,53,0,5486,345,345,0,360,VLEO,190.3
1432,1,190.5,53,0,5486,345,345,0,360,VLEO,190.5
1433,1,190.6,53,0,5486,345,345,0,360,VLEO,190.6
1434,1,190.8,53,0,5486,345,345,0,360,VLEO,190.8
1435,1,190.9,53,0,5486,345,345,0,360,VLEO,190.9
1436,1,191,53,0,5486,345,345,0,360,VLEO,191
1437,1,191.2,53,0,5486,345,345,0,360,VLEO,191.2
1438,1,191.3,53,0,5486,345,345,0,360,VLEO,191.3
1439,1,191.5,53,0,5486,345,345,0,360,VLEO,191.5
1440,1,191.6,53,0,5486,345,345,0,360,VLEO,191.6
1441,1,191.8,53,0,5486,345,345,0,360,VLEO,191.8
1442,1,191.9,53,0,5486,345,345,0,360,VLEO,191.9
1443,1,192,53,0,5486,345,345,0,360,VLEO,192
1444,1,192.2,53,0,5486,345,345,0,360,VLEO,192.2
1445,1,192.3,53,0,5486,345,345,0,360,VLEO,192.3
1446,1,192.5,53,0,5486,345,345,0,360,VLEO,192.5
1447,1,192.6,53,0,5486,345,345,0,360,VLEO,192.6
1448,1,192.7,53,0,5486,345,345,0,360,VLEO,192.7
1449,1,192.9,53,0,5486,345,345,0,360,VLEO,192.9
1450,1,193,53,0,5486,345,345,0,360,VLEO,193
1451,1,193.2,53,0,5486,345,345,0,360,VLEO,193.2
1452,1,193.3,53,0,5486,345,345,0,360,VLEO,193.3
1453,1,193.4,53,0,5486,345,345,0,360,VLEO,193.4
1454,1,193.6,53,0,5486,345,345,0,360,VLEO,193.6
1455,1,193.7,53,0,5486,345,345,0,360,VLEO,193.7
1456,1,193.9,53,0,5486,345,345,0,360,VLEO,193.9
1457,1,194,53,0,5486,345,345,0,360,VLEO,194
1458,1,194.2,53,0,5486,345,345,0,360,VLEO,194.2
1459,1,194.3,53,0,5486,345,345,0,360,VLEO,194.3
1460,1,194.4,53,0,5486,345,345,0,360,VLEO,194.4
1461,1,194.6,53,0,5486,345,345,0,360,VLEO,194.6
1462,1,194.7,53,0,5486,345,345,0,360,VLEO,194.7
1463,1,194.9,53,0,5486,345,345,0,360,VLEO,194.9
1464,1,195,53,0,5486,345,345,0,360,VLEO,195
1465,1,195.1,53,0,5486,345,345,0,360,VLEO,195.1
1466,1,195.3,53,0,5486,345,345,0,360,VLEO,195.3
1467,1,195.4,53,0,5486,345,345,0,360,VLEO,195.4
1468,1,195.6,53,0,5486,345,345,0,360,VLEO,195.6
1469,1,195.7,53,0,5486,345,345,0,360,VLEO,195.7
1470,1,195.8,53,0,5486,345,345,0,360,VLEO,195.8
1471,1,196,53,0,5486,345,345,0,360,VLEO,196
1472,1,196.1,53,0,5486,345,345,0,360,VLEO,196.1
1473,1,196.3,53,0,5486,345,345,0,360,VLEO,196.3
1474,1,196.4,53,0,5486,345,345,0,360,VLEO,196.4
1475,1,196.6,53,0,5486,345,345,0,360,VLEO,196.6
1476,1,196.7,53,0,5486,345,345,0,360,VLEO,196.7
1477,1,196.8,53,0,5486,345,345,0,360,VLEO,196.8
1478,1,197,53,0,5486,345,345,0,360,VLEO,197
1479,1,197.1,53,0,5486,345,345,0,360,VLEO,197.1
1480,1,197.3,53,0,5486,345,345,0,360,VLEO,197.3
1481,1,197.4,53,0,5486,345,345,0,360,VLEO,197.4
1482,1,197.5,53,0,5486,345,345,0,360,VLEO,197.5
1483,1,197.7,53,0,5486,345,345,0,360,VLEO,197.7
1484,1,197.8,53,0,5486,345,345,0,360,VLEO,197.8
1485,1,198,53,0,5486,345,345,0,360,VLEO,198
1486,1,198.1,53,0,5486,345,345,0,360,VLEO,198.1
1487,1,198.3,53,0,5486,345,345,0,360,VLEO,198.3
1488,1,198.4,53,0,5486,345,345,0,360,VLEO,198.4
1489,1,198.5,53,0,5486,345,345,0,360,VLEO,198.5
1490,1,198.7,53,0,5486,345,345,0,360,VLEO,198.7
1491,1,198.8,53,0,5486,345,345,0,360,VLEO,198.8
1492,1,199,53,0,5486,345,345,0,360,VLEO,199
1493,1,199.1,53,0,5486,345,345,0,360,VLEO,199.1
